model,task_id,family,target_tokens,actual_document_tokens,fact_count,replicate,record_id,omission,unit_error,action_error,object_error,count_error,month_error,severity_error,any_field_error,exact_record,log2_tokens
gpt-4.1-mini,scaled_load-12000-0,scaled_load,12000,11931,16,0,IR-019-07,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.542427347526367
gpt-4.1-mini,scaled_load-12000-0,scaled_load,12000,11931,16,0,IR-019-08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.542427347526367
gpt-4.1-mini,scaled_load-12000-0,scaled_load,12000,11931,16,0,IR-019-09,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.542427347526367
gpt-4.1-mini,scaled_load-12000-0,scaled_load,12000,11931,16,0,IR-019-10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.542427347526367
gpt-4.1-mini,scaled_load-12000-0,scaled_load,12000,11931,16,0,IR-019-11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.542427347526367
gpt-4.1-mini,scaled_load-12000-0,scaled_load,12000,11931,16,0,IR-019-12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.542427347526367
gpt-4.1-mini,scaled_load-12000-0,scaled_load,12000,11931,16,0,IR-019-13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.542427347526367
gpt-4.1-mini,scaled_load-12000-0,scaled_load,12000,11931,16,0,IR-019-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.542427347526367
gpt-4.1-mini,scaled_load-12000-0,scaled_load,12000,11931,16,0,IR-019-15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.542427347526367
gpt-4.1-mini,scaled_load-12000-0,scaled_load,12000,11931,16,0,IR-019-16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.542427347526367
gpt-4.1-mini,scaled_load-12000-1,scaled_load,12000,11933,16,1,IR-020-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.542669167010825
gpt-4.1-mini,scaled_load-12000-1,scaled_load,12000,11933,16,1,IR-020-02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.542669167010825
gpt-4.1-mini,scaled_load-12000-1,scaled_load,12000,11933,16,1,IR-020-03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.542669167010825
gpt-4.1-mini,scaled_load-12000-1,scaled_load,12000,11933,16,1,IR-020-04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.542669167010825
gpt-4.1-mini,scaled_load-12000-1,scaled_load,12000,11933,16,1,IR-020-05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.542669167010825
gpt-4.1-mini,scaled_load-12000-1,scaled_load,12000,11933,16,1,IR-020-06,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.542669167010825
gpt-4.1-mini,scaled_load-12000-1,scaled_load,12000,11933,16,1,IR-020-07,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.542669167010825
gpt-4.1-mini,scaled_load-12000-1,scaled_load,12000,11933,16,1,IR-020-08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.542669167010825
gpt-4.1-mini,scaled_load-12000-1,scaled_load,12000,11933,16,1,IR-020-09,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.542669167010825
gpt-4.1-mini,scaled_load-12000-1,scaled_load,12000,11933,16,1,IR-020-10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.542669167010825
gpt-4.1-mini,scaled_load-12000-1,scaled_load,12000,11933,16,1,IR-020-11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.542669167010825
gpt-4.1-mini,scaled_load-12000-1,scaled_load,12000,11933,16,1,IR-020-12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.542669167010825
gpt-4.1-mini,scaled_load-12000-1,scaled_load,12000,11933,16,1,IR-020-13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.542669167010825
gpt-4.1-mini,scaled_load-12000-1,scaled_load,12000,11933,16,1,IR-020-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.542669167010825
gpt-4.1-mini,scaled_load-12000-1,scaled_load,12000,11933,16,1,IR-020-15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.542669167010825
gpt-4.1-mini,scaled_load-12000-1,scaled_load,12000,11933,16,1,IR-020-16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.542669167010825
gpt-4.1-mini,scaled_load-12000-2,scaled_load,12000,11931,16,2,IR-021-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.542427347526367
gpt-4.1-mini,scaled_load-12000-2,scaled_load,12000,11931,16,2,IR-021-02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.542427347526367
gpt-4.1-mini,scaled_load-12000-2,scaled_load,12000,11931,16,2,IR-021-03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.542427347526367
gpt-4.1-mini,scaled_load-12000-2,scaled_load,12000,11931,16,2,IR-021-04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.542427347526367
gpt-4.1-mini,scaled_load-12000-2,scaled_load,12000,11931,16,2,IR-021-05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.542427347526367
gpt-4.1-mini,scaled_load-12000-2,scaled_load,12000,11931,16,2,IR-021-06,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.542427347526367
gpt-4.1-mini,scaled_load-12000-2,scaled_load,12000,11931,16,2,IR-021-07,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.542427347526367
gpt-4.1-mini,scaled_load-12000-2,scaled_load,12000,11931,16,2,IR-021-08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.542427347526367
gpt-4.1-mini,scaled_load-12000-2,scaled_load,12000,11931,16,2,IR-021-09,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.542427347526367
gpt-4.1-mini,scaled_load-12000-2,scaled_load,12000,11931,16,2,IR-021-10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.542427347526367
gpt-4.1-mini,scaled_load-12000-2,scaled_load,12000,11931,16,2,IR-021-11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.542427347526367
gpt-4.1-mini,scaled_load-12000-2,scaled_load,12000,11931,16,2,IR-021-12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.542427347526367
gpt-4.1-mini,scaled_load-12000-2,scaled_load,12000,11931,16,2,IR-021-13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.542427347526367
gpt-4.1-mini,scaled_load-12000-2,scaled_load,12000,11931,16,2,IR-021-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.542427347526367
gpt-4.1-mini,scaled_load-12000-2,scaled_load,12000,11931,16,2,IR-021-15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.542427347526367
gpt-4.1-mini,scaled_load-12000-2,scaled_load,12000,11931,16,2,IR-021-16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,13.542427347526367
gpt-4.1-mini,scaled_load-24000-0,scaled_load,24000,23931,32,0,IR-022-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54659306329998
gpt-4.1-mini,scaled_load-24000-0,scaled_load,24000,23931,32,0,IR-022-02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54659306329998
gpt-4.1-mini,scaled_load-24000-0,scaled_load,24000,23931,32,0,IR-022-03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54659306329998
gpt-4.1-mini,scaled_load-24000-0,scaled_load,24000,23931,32,0,IR-022-04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54659306329998
gpt-4.1-mini,scaled_load-24000-0,scaled_load,24000,23931,32,0,IR-022-05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54659306329998
gpt-4.1-mini,scaled_load-24000-0,scaled_load,24000,23931,32,0,IR-022-06,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54659306329998
gpt-4.1-mini,scaled_load-24000-0,scaled_load,24000,23931,32,0,IR-022-07,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54659306329998
gpt-4.1-mini,scaled_load-24000-0,scaled_load,24000,23931,32,0,IR-022-08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54659306329998
gpt-4.1-mini,scaled_load-24000-0,scaled_load,24000,23931,32,0,IR-022-09,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54659306329998
gpt-4.1-mini,scaled_load-24000-0,scaled_load,24000,23931,32,0,IR-022-10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54659306329998
gpt-4.1-mini,scaled_load-24000-0,scaled_load,24000,23931,32,0,IR-022-11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54659306329998
gpt-4.1-mini,scaled_load-24000-0,scaled_load,24000,23931,32,0,IR-022-12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54659306329998
gpt-4.1-mini,scaled_load-24000-0,scaled_load,24000,23931,32,0,IR-022-13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54659306329998
gpt-4.1-mini,scaled_load-24000-0,scaled_load,24000,23931,32,0,IR-022-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54659306329998
gpt-4.1-mini,scaled_load-24000-0,scaled_load,24000,23931,32,0,IR-022-15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54659306329998
gpt-4.1-mini,scaled_load-24000-0,scaled_load,24000,23931,32,0,IR-022-16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54659306329998
gpt-4.1-mini,scaled_load-24000-0,scaled_load,24000,23931,32,0,IR-022-17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54659306329998
gpt-4.1-mini,scaled_load-24000-0,scaled_load,24000,23931,32,0,IR-022-18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54659306329998
gpt-4.1-mini,scaled_load-24000-0,scaled_load,24000,23931,32,0,IR-022-19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54659306329998
gpt-4.1-mini,scaled_load-24000-0,scaled_load,24000,23931,32,0,IR-022-20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54659306329998
gpt-4.1-mini,scaled_load-24000-0,scaled_load,24000,23931,32,0,IR-022-21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54659306329998
gpt-4.1-mini,scaled_load-24000-0,scaled_load,24000,23931,32,0,IR-022-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54659306329998
gpt-4.1-mini,scaled_load-24000-0,scaled_load,24000,23931,32,0,IR-022-23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54659306329998
gpt-4.1-mini,scaled_load-24000-0,scaled_load,24000,23931,32,0,IR-022-24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54659306329998
gpt-4.1-mini,scaled_load-24000-0,scaled_load,24000,23931,32,0,IR-022-25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54659306329998
gpt-4.1-mini,scaled_load-24000-0,scaled_load,24000,23931,32,0,IR-022-26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54659306329998
gpt-4.1-mini,scaled_load-24000-0,scaled_load,24000,23931,32,0,IR-022-27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54659306329998
gpt-4.1-mini,scaled_load-24000-0,scaled_load,24000,23931,32,0,IR-022-28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54659306329998
gpt-4.1-mini,scaled_load-24000-0,scaled_load,24000,23931,32,0,IR-022-29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54659306329998
gpt-4.1-mini,scaled_load-24000-0,scaled_load,24000,23931,32,0,IR-022-30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54659306329998
gpt-4.1-mini,scaled_load-24000-0,scaled_load,24000,23931,32,0,IR-022-31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54659306329998
gpt-4.1-mini,scaled_load-24000-0,scaled_load,24000,23931,32,0,IR-022-32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54659306329998
gpt-4.1-mini,scaled_load-24000-1,scaled_load,24000,23943,32,1,IR-023-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54731630935643
gpt-4.1-mini,scaled_load-24000-1,scaled_load,24000,23943,32,1,IR-023-02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54731630935643
gpt-4.1-mini,scaled_load-24000-1,scaled_load,24000,23943,32,1,IR-023-03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54731630935643
gpt-4.1-mini,scaled_load-24000-1,scaled_load,24000,23943,32,1,IR-023-04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54731630935643
gpt-4.1-mini,scaled_load-24000-1,scaled_load,24000,23943,32,1,IR-023-05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54731630935643
gpt-4.1-mini,scaled_load-24000-1,scaled_load,24000,23943,32,1,IR-023-06,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54731630935643
gpt-4.1-mini,scaled_load-24000-1,scaled_load,24000,23943,32,1,IR-023-07,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54731630935643
gpt-4.1-mini,scaled_load-24000-1,scaled_load,24000,23943,32,1,IR-023-08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54731630935643
gpt-4.1-mini,scaled_load-24000-1,scaled_load,24000,23943,32,1,IR-023-09,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54731630935643
gpt-4.1-mini,scaled_load-24000-1,scaled_load,24000,23943,32,1,IR-023-10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54731630935643
gpt-4.1-mini,scaled_load-24000-1,scaled_load,24000,23943,32,1,IR-023-11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54731630935643
gpt-4.1-mini,scaled_load-24000-1,scaled_load,24000,23943,32,1,IR-023-12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54731630935643
gpt-4.1-mini,scaled_load-24000-1,scaled_load,24000,23943,32,1,IR-023-13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54731630935643
gpt-4.1-mini,scaled_load-24000-1,scaled_load,24000,23943,32,1,IR-023-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54731630935643
gpt-4.1-mini,scaled_load-24000-1,scaled_load,24000,23943,32,1,IR-023-15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54731630935643
gpt-4.1-mini,scaled_load-24000-1,scaled_load,24000,23943,32,1,IR-023-16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54731630935643
gpt-4.1-mini,scaled_load-24000-1,scaled_load,24000,23943,32,1,IR-023-17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54731630935643
gpt-4.1-mini,scaled_load-24000-1,scaled_load,24000,23943,32,1,IR-023-18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54731630935643
gpt-4.1-mini,scaled_load-24000-1,scaled_load,24000,23943,32,1,IR-023-19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54731630935643
gpt-4.1-mini,scaled_load-24000-1,scaled_load,24000,23943,32,1,IR-023-20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54731630935643
gpt-4.1-mini,scaled_load-24000-1,scaled_load,24000,23943,32,1,IR-023-21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54731630935643
gpt-4.1-mini,scaled_load-24000-1,scaled_load,24000,23943,32,1,IR-023-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54731630935643
gpt-4.1-mini,scaled_load-24000-1,scaled_load,24000,23943,32,1,IR-023-23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54731630935643
gpt-4.1-mini,scaled_load-24000-1,scaled_load,24000,23943,32,1,IR-023-24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54731630935643
gpt-4.1-mini,scaled_load-24000-1,scaled_load,24000,23943,32,1,IR-023-25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54731630935643
gpt-4.1-mini,scaled_load-24000-1,scaled_load,24000,23943,32,1,IR-023-26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54731630935643
gpt-4.1-mini,scaled_load-24000-1,scaled_load,24000,23943,32,1,IR-023-27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54731630935643
gpt-4.1-mini,scaled_load-24000-1,scaled_load,24000,23943,32,1,IR-023-28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54731630935643
gpt-4.1-mini,scaled_load-24000-1,scaled_load,24000,23943,32,1,IR-023-29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54731630935643
gpt-4.1-mini,scaled_load-24000-1,scaled_load,24000,23943,32,1,IR-023-30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54731630935643
gpt-4.1-mini,scaled_load-24000-1,scaled_load,24000,23943,32,1,IR-023-31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54731630935643
gpt-4.1-mini,scaled_load-24000-1,scaled_load,24000,23943,32,1,IR-023-32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.54731630935643
gpt-4.1-mini,scaled_load-24000-2,scaled_load,24000,23933,32,2,IR-024-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.546713629490998
gpt-4.1-mini,scaled_load-24000-2,scaled_load,24000,23933,32,2,IR-024-02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.546713629490998
gpt-4.1-mini,scaled_load-24000-2,scaled_load,24000,23933,32,2,IR-024-03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.546713629490998
gpt-4.1-mini,scaled_load-24000-2,scaled_load,24000,23933,32,2,IR-024-04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.546713629490998
gpt-4.1-mini,scaled_load-24000-2,scaled_load,24000,23933,32,2,IR-024-05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.546713629490998
gpt-4.1-mini,scaled_load-24000-2,scaled_load,24000,23933,32,2,IR-024-06,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.546713629490998
gpt-4.1-mini,scaled_load-24000-2,scaled_load,24000,23933,32,2,IR-024-07,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.546713629490998
gpt-4.1-mini,scaled_load-24000-2,scaled_load,24000,23933,32,2,IR-024-08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.546713629490998
gpt-4.1-mini,scaled_load-24000-2,scaled_load,24000,23933,32,2,IR-024-09,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.546713629490998
gpt-4.1-mini,scaled_load-24000-2,scaled_load,24000,23933,32,2,IR-024-10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.546713629490998
gpt-4.1-mini,scaled_load-24000-2,scaled_load,24000,23933,32,2,IR-024-11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.546713629490998
gpt-4.1-mini,scaled_load-24000-2,scaled_load,24000,23933,32,2,IR-024-12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.546713629490998
gpt-4.1-mini,scaled_load-24000-2,scaled_load,24000,23933,32,2,IR-024-13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.546713629490998
gpt-4.1-mini,scaled_load-24000-2,scaled_load,24000,23933,32,2,IR-024-14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.546713629490998
gpt-4.1-mini,scaled_load-24000-2,scaled_load,24000,23933,32,2,IR-024-15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.546713629490998
gpt-4.1-mini,scaled_load-24000-2,scaled_load,24000,23933,32,2,IR-024-16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.546713629490998
gpt-4.1-mini,scaled_load-24000-2,scaled_load,24000,23933,32,2,IR-024-17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.546713629490998
gpt-4.1-mini,scaled_load-24000-2,scaled_load,24000,23933,32,2,IR-024-18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.546713629490998
gpt-4.1-mini,scaled_load-24000-2,scaled_load,24000,23933,32,2,IR-024-19,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.546713629490998
gpt-4.1-mini,scaled_load-24000-2,scaled_load,24000,23933,32,2,IR-024-20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.546713629490998
gpt-4.1-mini,scaled_load-24000-2,scaled_load,24000,23933,32,2,IR-024-21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.546713629490998
gpt-4.1-mini,scaled_load-24000-2,scaled_load,24000,23933,32,2,IR-024-22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.546713629490998
gpt-4.1-mini,scaled_load-24000-2,scaled_load,24000,23933,32,2,IR-024-23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.546713629490998
gpt-4.1-mini,scaled_load-24000-2,scaled_load,24000,23933,32,2,IR-024-24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.546713629490998
gpt-4.1-mini,scaled_load-24000-2,scaled_load,24000,23933,32,2,IR-024-25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.546713629490998
gpt-4.1-mini,scaled_load-24000-2,scaled_load,24000,23933,32,2,IR-024-26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.546713629490998
gpt-4.1-mini,scaled_load-24000-2,scaled_load,24000,23933,32,2,IR-024-27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.546713629490998
gpt-4.1-mini,scaled_load-24000-2,scaled_load,24000,23933,32,2,IR-024-28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.546713629490998
gpt-4.1-mini,scaled_load-24000-2,scaled_load,24000,23933,32,2,IR-024-29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.546713629490998
gpt-4.1-mini,scaled_load-24000-2,scaled_load,24000,23933,32,2,IR-024-30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.546713629490998
gpt-4.1-mini,scaled_load-24000-2,scaled_load,24000,23933,32,2,IR-024-31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.546713629490998
gpt-4.1-mini,scaled_load-24000-2,scaled_load,24000,23933,32,2,IR-024-32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14.546713629490998
gpt-5-mini,fixed_load-2000-0,fixed_load,2000,1928,10,0,IR-001-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.912889336229961
gpt-5-mini,fixed_load-2000-0,fixed_load,2000,1928,10,0,IR-001-02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.912889336229961
gpt-5-mini,fixed_load-2000-0,fixed_load,2000,1928,10,0,IR-001-03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.912889336229961
gpt-5-mini,fixed_load-2000-0,fixed_load,2000,1928,10,0,IR-001-04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.912889336229961
gpt-5-mini,fixed_load-2000-0,fixed_load,2000,1928,10,0,IR-001-05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.912889336229961
gpt-5-mini,fixed_load-2000-0,fixed_load,2000,1928,10,0,IR-001-06,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.912889336229961
gpt-5-mini,fixed_load-2000-0,fixed_load,2000,1928,10,0,IR-001-07,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.912889336229961
gpt-5-mini,fixed_load-2000-0,fixed_load,2000,1928,10,0,IR-001-08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.912889336229961
gpt-5-mini,fixed_load-2000-0,fixed_load,2000,1928,10,0,IR-001-09,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.912889336229961
gpt-5-mini,fixed_load-2000-0,fixed_load,2000,1928,10,0,IR-001-10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.912889336229961
gpt-5-mini,fixed_load-2000-1,fixed_load,2000,1932,10,1,IR-002-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.915879378835774
gpt-5-mini,fixed_load-2000-1,fixed_load,2000,1932,10,1,IR-002-02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.915879378835774
gpt-5-mini,fixed_load-2000-1,fixed_load,2000,1932,10,1,IR-002-03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.915879378835774
gpt-5-mini,fixed_load-2000-1,fixed_load,2000,1932,10,1,IR-002-04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.915879378835774
gpt-5-mini,fixed_load-2000-1,fixed_load,2000,1932,10,1,IR-002-05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.915879378835774
gpt-5-mini,fixed_load-2000-1,fixed_load,2000,1932,10,1,IR-002-06,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.915879378835774
gpt-5-mini,fixed_load-2000-1,fixed_load,2000,1932,10,1,IR-002-07,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.915879378835774
gpt-5-mini,fixed_load-2000-1,fixed_load,2000,1932,10,1,IR-002-08,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.915879378835774
gpt-5-mini,fixed_load-2000-1,fixed_load,2000,1932,10,1,IR-002-09,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.915879378835774
gpt-5-mini,fixed_load-2000-1,fixed_load,2000,1932,10,1,IR-002-10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.915879378835774
gpt-5-mini,fixed_load-2000-2,fixed_load,2000,1929,10,2,IR-003-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.913637428049103
gpt-5-mini,fixed_load-2000-2,fixed_load,2000,1929,10,2,IR-003-02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.913637428049103
gpt-5-mini,fixed_load-2000-2,fixed_load,2000,1929,10,2,IR-003-03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.913637428049103
gpt-5-mini,fixed_load-2000-2,fixed_load,2000,1929,10,2,IR-003-04,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.913637428049103
gpt-5-mini,fixed_load-2000-2,fixed_load,2000,1929,10,2,IR-003-05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.913637428049103
gpt-5-mini,fixed_load-2000-2,fixed_load,2000,1929,10,2,IR-003-06,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,10.913637428049103
